Symbol,name of the company,ISIN number
PFS,PTC India Financial Services Limited,INE560K01014
PGEL,PG Electroplast Limited,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014
PGHL,Procter & Gamble Health Limited,INE199A01012
PGIL,Pearl Global Industries Limited,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039
PICCADIL,Piccadily Agro Industries Limited,INE546C01010
PIDILITIND,Pidilite Industries Limited,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018
PIIND,PI Industries Limited,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035
PINELABS,Pine Labs Limited,INE15B701018
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018
PIRAMALFIN,Piramal Finance Limited,INE202B01038
PITTIENG,Pitti Engineering Limited,INE450D01021
PIXTRANS,Pix Transmissions Limited,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018
PLASTIBLEN,Plastiblends India Limited,INE083C01022
PLATIND,Platinum Industries Limited,INE0PT501018
PLAZACABLE,Plaza Wires Limited,INE0INJ01017
PNB,Punjab National Bank,INE160A01022
PNBGILTS,PNB Gilts Limited,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,INE572E01012
PNC,Pritish Nandy Communications Limited,INE392B01011
PNCINFRA,PNC Infratech Limited,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,INE953R01016
PNGSREVA,PNGS Reva Diamond Jewellery Limited,INE1RDG01013
POCL,Pondy Oxides & Chemicals Limited,INE063E01053
PODDARMENT,Poddar Pigments Limited,INE371C01013
POKARNA,Pokarna Limited,INE637C01025
POLICYBZR,PB Fintech Limited,INE417T01026
POLYCAB,Polycab India Limited,INE455K01017
POLYMED,Poly Medicure Limited,INE205C01021
POLYPLEX,Polyplex Corporation Limited,INE633B01018
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,INE752E01010
POWERINDIA,Hitachi Energy India Limited,INE07Y701011
POWERMECH,Power Mech Projects Limited,INE211R01019
PPAP,PPAP Automotive Limited,INE095I01015
PPL,Prakash Pipes Limited,INE050001010
PPLPHARMA,Piramal Pharma Limited,INE0DK501011
PRABHA,Prabha Energy Limited,INE0I0M01023
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016
PRAJIND,Praj Industries Limited,INE074A01025
PRAKASH,Prakash Industries Limited,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,INE696K01024
PRAXIS,Praxis Home Retail Limited,INE546Y01022
PRECAM,Precision Camshafts Limited,INE484I01029
PRECOT,Precot Limited,INE283A01014
PRECWIRE,Precision Wires India Limited,INE372C01037
PREMEXPLN,Premier Explosives Limited,INE863B01029
PREMIER,Premier Limited,INE342A01018
PREMIERENE,Premier Energies Limited,INE0BS701011
PREMIERPOL,Premier Polyfilm Limited,INE309M01020
PRESTIGE,Prestige Estates Projects Limited,INE811K01011
PRICOLLTD,Pricol Limited,INE726V01018
PRIMESECU,Prime Securities Limited,INE032B01021
PRIMO,Primo Chemicals Limited,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016
PRITI,Priti International Limited,INE974Z01015
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019
PROSTARM,Prostarm Info Systems Limited,INE0BX301013
PROTEAN,Protean eGov Technologies Limited,INE004A01022
PROZONER,Prozone Realty Limited,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016
PSB,Punjab & Sind Bank,INE608A01012
PSPPROJECT,PSP Projects Limited,INE488V01015
PTC,PTC India Limited,INE877F01012
PTCIL,PTC Industries Limited,INE596F01018
PTL,PTL Enterprises Limited,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014
PURVA,Puravankara Limited,INE323I01011
PVP,PVP Ventures Limited,INE362A01016
PVRINOX,PVR INOX Limited,INE191H01014
PVSL,Popular Vehicles and Services Limited,INE772T01024
PWL,Physicswallah Limited,INE0LP301011
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011
QUESS,Quess Corp Limited,INE615P01015
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010
RACE,Race Eco Chain Limited,INE084Q01012
RACLGEAR,RACL Geartech Limited,INE704B01017
RADAAN,Radaan Mediaworks India Limited,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021
RADICO,Radico Khaitan Limited,INE944F01028
RADIOCITY,Music Broadcast Limited,INE919I01024
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019
RAIN,Rain Industries Limited,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016
RAJESHEXPO,Rajesh Exports Limited,INE343B01030
RAJMET,Rajnandini Metal Limited,INE00KV01022
RAJOOENG,Rajoo Engineers Limited,INE535F01024
RAJRATAN,Rajratan Global Wire Limited,INE451D01029
RAJRILTD,Raj Rayon Industries Limited,INE533D01032
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019
RAJTV,Raj Television Network Limited,INE952H01027
RALLIS,Rallis India Limited,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020
RAMAPHO,Rama Phosphates Limited,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035
RAMCOCEM,The Ramco Cements Limited,INE331A01037
RAMCOIND,Ramco Industries Limited,INE614A01028
RAMCOSYS,Ramco Systems Limited,INE246B01019
RAMKY,Ramky Infrastructure Limited,INE874I01013
RAMRAT,Ram Ratna Wires Limited,INE207E01023
RANASUG,Rana Sugars Limited,INE625B01014
RANEHOLDIN,Rane Holdings Limited,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011
RAYMOND,Raymond Limited,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020
RAYMONDREL,Raymond Realty Limited,INE1SY401010
RBA,Restaurant Brands Asia Limited,INE07T201019
RBLBANK,RBL Bank Limited,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015
RCOM,Reliance Communications Limited,INE330H01018
RECLTD,REC Limited,INE020B01018
REDINGTON,Redington Limited,INE891D01026
REDTAPE,Redtape Limited,INE0LXT01019
REFEX,Refex Industries Limited,INE056I01025
REGAAL,Regaal Resources Limited,INE0MHO01029
REGENCERAM,Regency Ceramics Limited,INE277C01012
RELAXO,Relaxo Footwears Limited,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016
RELIABLE,Reliable Data Services Limited,INE375Y01018
RELIANCE,Reliance Industries Limited,INE002A01018
RELIGARE,Religare Enterprises Limited,INE621H01010
RELINFRA,Reliance Infrastructure Limited,INE036A01016
RELTD,Ravindra Energy Limited,INE206N01018
REMSONSIND,Remsons Industries Limited,INE474C01023
RENUKA,Shree Renuka Sugars Limited,INE087H01022
REPCOHOME,Repco Home Finance Limited,INE612J01015
REPL,Rudrabhishek Enterprises Limited,INE364Z01019
REPRO,Repro India Limited,INE461B01014
RESPONIND,Responsive Industries Limited,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011
RGL,Renaissance Global Limited,INE722H01024
RHETAN,Rhetan TMT Limited,INE0KKN01029
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012
RHL,Robust Hotels Limited,INE508K01013
RICOAUTO,Rico Auto Industries Limited,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015
RISHABH,Rishabh Instruments Limited,INE0N2P01017
RITCO,Ritco Logistics Limited,INE01EG01016
RITES,RITES Limited,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,INE722J01012
RKEC,RKEC Projects Limited,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,INE399G01023
RKSWAMY,R K Swamy Limited,INE0NQ801033
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026
RML,Rane (Madras) Limited,INE050H01012
RNBDENIMS,R&B Denims Limited,INE012Q01021
ROHLTD,Royal Orchid Hotels Limited,INE283H01019
ROLEXRINGS,Rolex Rings Limited,INE645S01024
ROLLT,Rollatainers Limited,INE927A01040
ROML,Raj Oil Mills Limited,INE294G01026
ROSSARI,Rossari Biotech Limited,INE02A801020
ROSSELLIND,Rossell India Limited,INE847C01020
ROSSTECH,Rossell Techsys Limited,INE0OJW01016
ROTO,Roto Pumps Limited,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,INE912T01018
RPGLIFE,RPG Life Sciences Limited,INE105J01010
RPOWER,Reliance Power Limited,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013
RPPL,Rajshree Polypack Limited,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011
RPTECH,Rashi Peripherals Limited,INE0J1F01024
RRKABEL,R R Kabel Limited,INE777K01022
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029
RSWM,RSWM Limited,INE611A01016
RSYSTEMS,R Systems International Limited,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019
RTNPOWER,RattanIndia Power Limited,INE399K01017
RUBFILA,Rubfila International Limited,INE642C01025
RUBICON,Rubicon Research Limited,INE506V01022
RUBYMILLS,The Ruby Mills Limited,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023
RUCHIRA,Ruchira Papers Limited,INE803H01014
RUDRA,Rudra Global Infra Products Limited,INE027T01023
RUPA,Rupa & Company Limited,INE895B01021
RUSHIL,Rushil Decor Limited,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,INE263M01029
RVHL,Ravinder Heights Limited,INE09E501017
RVNL,Rail Vikas Nigam Limited,INE415G01027
RVTH,Revathi Equipment India Limited,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,INE902B01017
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019
SADBHAV,Sadbhav Engineering Limited,INE226H01026
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040
SAFARI,Safari Industries (India) Limited,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013
SAGCEM,Sagar Cements Limited,INE229C01021
SAGILITY,SAGILITY LIMITED,INE0W2G01015
SAHYADRI,Sahyadri Industries Limited,INE280H01015
SAIL,Steel Authority of India Limited,INE114A01011
SAILIFE,Sai Life Sciences Limited,INE570L01029
SAKAR,Sakar Healthcare Limited,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,INE623A01011
SAKSOFT,Saksoft Limited,INE667G01023
SAKUMA,Sakuma Exports Limited,INE190H01024
SALASAR,Salasar Techno Engineering Limited,INE170V01027
SALONA,Salona Cotspin Limited,INE498E01010
SALSTEEL,S.A.L. Steel Limited,INE658G01014
SALZERELEC,Salzer Electronics Limited,INE457F01013
SAMBHAAV,Sambhaav Media Limited,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018
SAMHI,Samhi Hotels Limited,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,INE148I01020
SAMPANN,Sampann Utpadan India Limited,INE735M01018
SANATHAN,Sanathan Textiles Limited,INE0JPD01013
SANCO,Sanco Industries Limited,INE782L01012
SANDESH,The Sandesh Limited,INE583B01015
SANDHAR,Sandhar Technologies Limited,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016
SANGAMIND,Sangam (India) Limited,INE495C01010
SANGHIIND,Sanghi Industries Limited,INE999B01013
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032
SANGINITA,Sanginita Chemicals Limited,INE753W01010
SANOFI,Sanofi India Limited,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011
SANSERA,Sansera Engineering Limited,INE953O01021
SANSTAR,Sanstar Limited,INE08NE01025
SAPPHIRE,Sapphire Foods India Limited,INE806T01020
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021
SAREGAMA,Saregama India Limited,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026
SASKEN,Sasken Technologies Limited,INE231F01020
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013
SATIA,Satia Industries Limited,INE170E01023
SATIN,Satin Creditcare Network Limited,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,INE626A01014
SBC,SBC Exports Limited,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,INE386D01027
SBFC,SBFC Finance Limited,INE423Y01016
SBGLP,Suratwwala Business Group Limited,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,INE018E01016
SBILIFE,SBI Life Insurance Company Limited,INE123W01016
SBIN,State Bank of India,INE062A01020
SCHAEFFLER,Schaeffler India Limited,INE513A01022
SCHAND,S Chand And Company Limited,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018
SCI,Shipping Corporation Of India Limited,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013
SCODATUBES,Scoda Tubes Limited,INE090501011
SCPL,Sheetal Cool Products Limited,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,INE480C01038
SEAMECLTD,Seamec Limited,INE497B01018
SECMARK,SecMark Consultancy Limited,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021
SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019
SEJALLTD,Sejal Glass Limited,INE955I01044
SELMC,SEL Manufacturing Company Limited,INE105I01020
SEMAC,Semac Construction Limited,INE617A01013
SENCO,Senco Gold Limited,INE602W01027
SENORES,Senores Pharmaceuticals Limited,INE0RB801010
SEPC,SEPC Limited,INE964H01014
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024
SETCO,Setco Automotive Limited,INE878E01021
SETL,Standard Engineering Technology Limited,INE0M4D01010
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027
SEYAIND,Seya Industries Limited,INE573R01012
SFL,Sheela Foam Limited,INE916U01025
SGFIN,SG Finserve Limited,INE618R01015
SGIL,Synergy Green Industries Limited,INE00QT01015
SGL,STL Global Limited,INE353H01010
SGMART,SG Mart Limited,INE385F01024
SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015
SHAH,Shah Metacorp Limited,INE482J01021
SHAHALLOYS,Shah Alloys Limited,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010
SHALBY,Shalby Limited,INE597J01018
SHALPAINTS,Shalimar Paints Limited,INE849C01026
SHANKARA,Shankara Building Products Limited,INE274V01019
SHANTI,Shanti Overseas (India) Limited,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028
SHAREINDIA,Share India Securities Limited,INE932X01026
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019
SHILCTECH,Shilchar Technologies Limited,INE024F01011
SHILPAMED,Shilpa Medicare Limited,INE790G01031
SHIVALIK,Shivalik Rasayan Limited,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024
SHIVAMILLS,Shiva Mills Limited,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,INE705C01020
SHIVAUM,Shiv Aum Steels Limited,INE719F01016
SHK,S H Kelkar and Company Limited,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,INE498B01024
SHRADHA,Shradha Realty Limited,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019
SHRENIK,Shrenik Limited,INE632X01030
SHREYANIND,Shreyans Industries Limited,INE231C01019
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,INE217L01019
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011
SHYAMTEL,Shyam Telecom Limited,INE635A01023
SICALLOG,Sical Logistics Limited,INE075B01020
SIEMENS,Siemens Limited,INE003A01024
SIGACHI,Sigachi Industries Limited,INE0D0K01022
SIGIND,Signet Industries Limited,INE529F01035
SIGMA,Sigma Solve Limited,INE0A0S01028
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,INE933B01012
SIGNATURE,Signatureglobal (India) Limited,INE903U01023
SIGNPOST,Signpost India Limited,INE0KGZ01021
SIKKO,Sikko Industries Limited,INE112X01025
SIL,Standard Industries Limited,INE173A01025
SILGO,Silgo Retail Limited,INE01II01013
SILINV,SIL Investments Limited,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,INE625X01026
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025
SINGERIND,Singer India Limited,INE638A01035
SINTERCOM,Sintercom India Limited,INE129Z01016
SIRCA,Sirca Paints India Limited,INE792Z01011
SIS,SIS LIMITED,INE285J01028
SITINET,Siti Networks Limited,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,INE076B01028
SJS,S.J.S. Enterprises Limited,INE284S01014
SJVN,SJVN Limited,INE002L01015
SKFINDIA,SKF India Limited,INE640A01023
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016
SKIPPER,Skipper Limited,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,INE103C01036
SMLMAH,SML Mahindra Limited,INE294B01019
SMLT,Sarthak Metals Limited,INE017W01010
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025
SNOWMAN,Snowman Logistics Limited,INE734N01019
SOBHA,Sobha Limited,INE671H01015
SOFTTECH,Softtech Engineers Limited,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016
SOLARINDS,Solar Industries India Limited,INE343H01029
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024
SOLEX,Solex Energy Limited,INE880Y01017
SOMANYCERA,Somany Ceramics Limited,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018
SONAMLTD,SONAM LIMITED,INE00LM01029
SONATSOFTW,Sonata Software Limited,INE269A01021
SOTL,Savita Oil Technologies Limited,INE035D01020
SOUTHBANK,The South Indian Bank Limited,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015
SPAL,S. P. Apparels Limited,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014
SPCENET,Spacenet Enterprises India Limited,INE970N01027
SPECIALITY,Speciality Restaurants Limited,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010
SPENCERS,Spencer's Retail Limited,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011
SPLIL,SPL Industries Limited,INE978G01016
SPLPETRO,Supreme Petrochem Limited,INE663A01033
SPMLINFRA,SPML Infra Limited,INE937A01023
SPORTKING,Sportking India Limited,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012
SREEL,Sreeleathers Limited,INE099F01013
SRF,SRF Limited,INE647A01010
SRGHFL,SRG Housing Finance Limited,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012
SRM,SRM Contractors Limited,INE0R6Z01013
SRTL,Shree Ram Twistex Limited,INE19GK01015
SSDL,Saraswati Saree Depot Limited,INE0PQ101010
SSWL,Steel Strips Wheels Limited,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,INE01A001028
STAR,Strides Pharma Science Limited,INE939A01011
STARCEMENT,Star Cement Limited,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011
STARPAPER,Star Paper Mills Limited,INE733A01018
STARTECK,Starteck Finance Limited,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,INE655A01013
STEELCAS,Steelcast Limited,INE124E01038
STEELCITY,Steel City Securities Limited,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021
STEL,Stel Holdings Limited,INE577L01016
STERTOOLS,Sterling Tools Limited,INE334A01023
STLNETWORK,STL Networks Limited,INE1VXE01018
STLTECH,Sterlite Technologies Limited,INE089C01029
STOVEKRAFT,Stove Kraft Limited,INE00IN01015
STUDDS,Studds Accessories Limited,INE00Q601028
STYL,Seshaasai Technologies Limited,INE04VU01023
STYLAMIND,Stylam Industries Limited,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,INE189B01011
SUBEXLTD,Subex Limited,INE754A01055
SUBROS,Subros Limited,INE287B01021
SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029
